  2.906878E+57  2.198024E+57  2.262343E+57  4.946719E+52  4.378484E+52  4.512549E+52
 
  0.00E+00  1.00E+00  9.901193E+54  6.559137E+54  7.891290E+54  8.014316E+48  5.831486E+48  7.015072E+48
  1.00E+00  2.50E+00  6.339685E+55  4.353986E+55  5.308213E+55  1.800503E+50  1.250398E+50  1.524059E+50
  2.50E+00  4.50E+00  1.544292E+56  9.201343E+55  1.098782E+56  8.671494E+50  5.204775E+50  6.221779E+50
  4.50E+00  7.00E+00  2.353511E+56  1.306889E+56  1.423342E+56  2.163866E+51  1.207230E+51  1.317697E+51
  7.00E+00  1.00E+01  2.287236E+56  1.440716E+56  1.414926E+56  3.103572E+51  1.961676E+51  1.931963E+51
  1.00E+01  1.40E+01  1.469982E+56  1.196499E+56  1.126163E+56  2.810302E+51  2.295062E+51  2.168448E+51
  1.40E+01  1.90E+01  6.879777E+55  7.190660E+55  7.035363E+55  1.806938E+51  1.893228E+51  1.860301E+51
  1.90E+01  2.50E+01  2.748655E+55  3.281581E+55  3.459611E+55  9.623613E+50  1.150748E+51  1.218219E+51
  2.50E+01  3.20E+01  1.014978E+55  1.250251E+55  1.380419E+55  4.604341E+50  5.676462E+50  6.289373E+50
  3.20E+01  4.00E+01  3.652029E+54  4.450911E+54  4.856445E+54  2.093588E+50  2.552510E+50  2.791686E+50
  4.00E+01  4.80E+01  1.441172E+54  1.722041E+54  1.831654E+54  1.011371E+50  1.208605E+50  1.286796E+50
  4.80E+01  5.80E+01  5.440217E+53  6.400403E+53  7.169399E+53  4.596687E+49  5.408203E+49  6.060607E+49
  5.80E+01  6.80E+01  2.271947E+53  2.614607E+53  3.282059E+53  2.284745E+49  2.629354E+49  3.300849E+49
  6.80E+01  8.00E+01  9.213537E+52  1.034300E+53  1.553302E+53  1.088163E+49  1.221560E+49  1.834558E+49
  8.00E+01  9.50E+01  3.548046E+52  3.851190E+52  7.306239E+52  4.952913E+48  5.376087E+48  1.019923E+49
  9.50E+01  1.15E+02  1.256656E+52  1.305801E+52  3.310130E+52  2.103213E+48  2.185465E+48  5.540027E+48
  1.15E+02  1.45E+02  3.806321E+51  3.709124E+51  1.335531E+52  7.870708E+47  7.669723E+47  2.761611E+48
  1.45E+02  1.85E+02  1.078936E+51  9.910941E+50  5.160417E+51  2.829661E+47  2.599284E+47  1.353392E+48
  1.85E+02  2.35E+02  3.085523E+50  2.577933E+50  1.890532E+51  1.030200E+47  8.607251E+46  6.312155E+47
  2.35E+02  3.00E+02  7.909493E+49  6.147820E+49  6.077448E+50  3.362810E+46  2.613809E+46  2.583962E+47
