  2.507112E+57  1.829283E+57  1.988793E+57  3.757374E+52  3.235825E+52  3.850075E+52
 
  0.00E+00  1.00E+00  9.273615E+54  6.140680E+54  7.324139E+54  7.638093E+48  5.547321E+48  6.615580E+48
  1.00E+00  2.50E+00  6.036834E+55  4.024975E+55  4.846556E+55  1.719748E+50  1.158894E+50  1.395046E+50
  2.50E+00  4.50E+00  1.492084E+56  8.502682E+55  9.937401E+55  8.397479E+50  4.818486E+50  5.635676E+50
  4.50E+00  7.00E+00  2.304669E+56  1.213135E+56  1.278171E+56  2.123550E+51  1.122705E+51  1.184692E+51
  7.00E+00  1.00E+01  2.178970E+56  1.332707E+56  1.263415E+56  2.962856E+51  1.818291E+51  1.726781E+51
  1.00E+01  1.40E+01  1.262538E+56  1.064757E+56  9.993013E+55  2.419892E+51  2.048169E+51  1.926392E+51
  1.40E+01  1.90E+01  4.866732E+55  5.679035E+55  6.177707E+55  1.281842E+51  1.500329E+51  1.635685E+51
  1.90E+01  2.50E+01  1.468999E+55  2.055429E+55  2.963955E+55  5.156846E+50  7.232956E+50  1.045287E+51
  2.50E+01  3.20E+01  3.996588E+54  5.603007E+54  1.119541E+55  1.816377E+50  2.551310E+50  5.109536E+50
  3.20E+01  4.00E+01  1.125246E+54  1.406959E+54  3.552369E+54  6.456546E+49  8.082346E+49  2.045499E+50
  4.00E+01  4.80E+01  3.887202E+53  4.362154E+53  1.173680E+54  2.728630E+49  3.063171E+49  8.253752E+49
  4.80E+01  5.80E+01  1.366211E+53  1.441950E+53  4.141068E+53  1.154468E+49  1.218630E+49  3.502656E+49
  5.80E+01  6.80E+01  5.611305E+52  5.672846E+52  1.858851E+53  5.642981E+48  5.704992E+48  1.869732E+49
  6.80E+01  8.00E+01  2.258457E+52  2.186734E+52  9.190030E+52  2.667352E+48  2.582655E+48  1.085435E+49
  8.00E+01  9.50E+01  8.700768E+51  7.955729E+51  4.666947E+52  1.214594E+48  1.110588E+48  6.514922E+48
  9.50E+01  1.15E+02  3.068032E+51  2.588828E+51  2.298852E+52  5.134837E+47  4.332813E+47  3.847493E+48
  1.15E+02  1.45E+02  9.277760E+50  6.832378E+50  1.001258E+52  1.918455E+47  1.412799E+47  2.070401E+48
  1.45E+02  1.85E+02  2.379230E+50  1.602138E+50  4.084763E+51  6.239867E+46  4.201834E+46  1.071287E+48
  1.85E+02  2.35E+02  6.432231E+49  3.396952E+49  1.539935E+51  2.147609E+46  1.134183E+46  5.141571E+47
  2.35E+02  3.00E+02  1.243940E+49  6.012168E+48  4.971804E+50  5.288853E+45  2.556165E+45  2.113886E+47
