  2.744957E+57  2.047858E+57  2.170406E+57  4.389170E+52  3.851217E+52  4.277019E+52
 
  0.00E+00  1.00E+00  9.695596E+54  6.425503E+54  7.701695E+54  7.908382E+48  5.751488E+48  6.892163E+48
  1.00E+00  2.50E+00  6.268340E+55  4.251957E+55  5.154176E+55  1.782385E+50  1.222441E+50  1.481419E+50
  2.50E+00  4.50E+00  1.538232E+56  8.998900E+55  1.064671E+56  8.645004E+50  5.094095E+50  6.032591E+50
  4.50E+00  7.00E+00  2.359541E+56  1.281461E+56  1.376441E+56  2.171215E+51  1.184581E+51  1.274918E+51
  7.00E+00  1.00E+01  2.265849E+56  1.411873E+56  1.366176E+56  3.076982E+51  1.923868E+51  1.866175E+51
  1.00E+01  1.40E+01  1.394030E+56  1.154224E+56  1.085493E+56  2.667546E+51  2.216326E+51  2.091144E+51
  1.40E+01  1.90E+01  6.019002E+55  6.588704E+55  6.757114E+55  1.582393E+51  1.736902E+51  1.787704E+51
  1.90E+01  2.50E+01  2.135254E+55  2.723144E+55  3.290344E+55  7.482542E+50  9.560818E+50  1.159344E+51
  2.50E+01  3.20E+01  6.873428E+54  9.022441E+54  1.283144E+55  3.119987E+50  4.100259E+50  5.850206E+50
  3.20E+01  4.00E+01  2.192436E+54  2.782527E+54  4.327223E+54  1.257246E+50  1.596540E+50  2.489069E+50
  4.00E+01  4.80E+01  8.060346E+53  9.811068E+53  1.550693E+54  5.657035E+49  6.886917E+49  1.089795E+50
  4.80E+01  5.80E+01  2.908606E+53  3.445433E+53  5.844710E+53  2.457691E+49  2.911473E+49  4.941726E+49
  5.80E+01  6.80E+01  1.196934E+53  1.378266E+53  2.654076E+53  1.203682E+49  1.386051E+49  2.669378E+49
  6.80E+01  8.00E+01  4.794287E+52  5.354246E+52  1.271868E+53  5.662291E+48  6.323645E+48  1.502178E+49
  8.00E+01  9.50E+01  1.830969E+52  1.961670E+52  6.127455E+52  2.555952E+48  2.738403E+48  8.553709E+48
  9.50E+01  1.15E+02  6.404251E+51  6.485498E+51  2.853328E+52  1.071853E+48  1.085451E+48  4.775497E+48
  1.15E+02  1.45E+02  1.913002E+51  1.772618E+51  1.181897E+52  3.955703E+47  3.665417E+47  2.443925E+48
  1.45E+02  1.85E+02  5.163188E+50  4.455652E+50  4.654804E+51  1.354119E+47  1.168558E+47  1.220788E+48
  1.85E+02  2.35E+02  1.423376E+50  1.067032E+50  1.721273E+51  4.752402E+46  3.562631E+46  5.747030E+47
  2.35E+02  3.00E+02  3.286460E+49  2.279433E+49  5.527464E+50  1.397282E+46  9.691267E+45  2.350131E+47
