  2.523833E+57  1.812533E+57  1.917493E+57  3.768693E+52  3.228408E+52  3.720150E+52
 
  0.00E+00  1.00E+00  1.056939E+55  6.021412E+54  7.151124E+54  7.696619E+48  5.439739E+48  6.457980E+48
  1.00E+00  2.50E+00  5.897488E+55  3.920795E+55  4.694281E+55  1.679610E+50  1.128966E+50  1.351390E+50
  2.50E+00  4.50E+00  1.466753E+56  8.282041E+55  9.581781E+55  8.252140E+50  4.693115E+50  5.434329E+50
  4.50E+00  7.00E+00  2.314618E+56  1.189480E+56  1.229493E+56  2.131485E+51  1.100633E+51  1.139605E+51
  7.00E+00  1.00E+01  2.259490E+56  1.318375E+56  1.213757E+56  3.070048E+51  1.798411E+51  1.658913E+51
  1.00E+01  1.40E+01  1.269205E+56  1.061401E+56  9.600351E+55  2.432102E+51  2.041330E+51  1.850650E+51
  1.40E+01  1.90E+01  4.821903E+55  5.675192E+55  5.947980E+55  1.269924E+51  1.499083E+51  1.574765E+51
  1.90E+01  2.50E+01  1.424615E+55  2.048567E+55  2.868860E+55  5.001030E+50  7.207898E+50  1.011657E+51
  2.50E+01  3.20E+01  3.807450E+54  5.614852E+54  1.094578E+55  1.730424E+50  2.556274E+50  4.995016E+50
  3.20E+01  4.00E+01  1.073917E+54  1.461004E+54  3.535886E+54  6.161935E+49  8.391093E+49  2.035747E+50
  4.00E+01  4.80E+01  3.770857E+53  4.841939E+53  1.200203E+54  2.647017E+49  3.399798E+49  8.439671E+49
  4.80E+01  5.80E+01  1.350751E+53  1.716882E+53  4.317950E+53  1.141449E+49  1.450962E+49  3.652217E+49
  5.80E+01  6.80E+01  5.651319E+52  7.188841E+52  1.932664E+53  5.683475E+48  7.229823E+48  1.944051E+49
  6.80E+01  8.00E+01  2.309351E+52  2.926148E+52  9.165547E+52  2.727607E+48  3.456120E+48  1.082603E+49
  8.00E+01  9.50E+01  8.992718E+51  1.119296E+52  4.287982E+52  1.255410E+48  1.562571E+48  5.986188E+48
  9.50E+01  1.15E+02  3.193276E+51  3.819065E+51  1.871669E+52  5.344964E+47  6.392421E+47  3.132836E+48
  1.15E+02  1.45E+02  9.562867E+50  1.058824E+51  7.020592E+51  1.977409E+47  2.189436E+47  1.451718E+48
  1.45E+02  1.85E+02  2.527776E+50  2.622264E+50  2.483103E+51  6.629853E+46  6.877679E+46  6.512687E+47
  1.85E+02  2.35E+02  6.694754E+49  5.943809E+49  8.472789E+50  2.235368E+46  1.984629E+46  2.829051E+47
  2.35E+02  3.00E+02  1.530585E+49  1.149750E+49  2.650824E+50  6.507921E+45  4.888643E+45  1.127109E+47
